,title,url,lead_par,date,country,region
101,"What sanctions have been imposed on Russia over Ukraine invasion?",https://www.theguardian.com/world/2022/feb/28/what-sanctions-imposed-on-russia-over-ukraine-invasion-putin,"We look at different economic measures deployed around world to counter aggression from Putin",2022-02-28T11:26:32Z,Russia,None
102,"Global markets tumble as Russia-Ukraine tensions hit shares",https://www.theguardian.com/business/2022/feb/14/global-markets-tumble-russia-ukraine-tensions-hit-shares-ftse-100,"FTSE 100 down almost 2% and oil prices hit seven-year high on back of fears of invasion",2022-02-14T10:03:46Z,Russia,None
103,"Italian former PM faces renewed questions over Covid aid from Russia",https://www.theguardian.com/world/2022/mar/23/italian-former-pm-conte-faces-renewed-questions-over-covid-aid-from-russia,"Moscow dispatched military doctors PPE and ventilators to Italy early in coronavirus pandemic",2022-03-23T16:37:20Z,Russia,None
104,"Trump: I would threaten Russia with nuclear submarines if still president",https://www.theguardian.com/us-news/2022/mar/23/donald-trump-nuclear-weapons-russia,"‘We’re a greater nuclear power’ former president who previously praised Putin as ‘smart’ tells Fox Business ",2022-03-23T15:47:19Z,Russia,None
105,"Nestlé stops production and sales of non-essential goods in Russia",https://www.theguardian.com/business/2022/mar/23/nestle-stops-production-sales-non-essential-goods-russia-ukraine,"Company bows to pressure from shoppers activists and political figures to suspend brands",2022-03-23T14:48:16Z,Russia,None
106,"The Guardian view on China and Russia: enough in common | Editorial",https://www.theguardian.com/commentisfree/2022/mar/08/the-guardian-view-on-china-and-russia-enough-in-common,"The invasion of Ukraine puts Beijing in an uncomfortable position. That doesn’t mean it will distance itself from Moscow",2022-03-08T18:40:06Z,Russia,None
107,"Oil price falls below $100 amid Russia-Ukraine ceasefire talks",https://www.theguardian.com/business/2022/mar/15/oil-price-falls-100-russia-ukraine-covid-19-china,"Drop in price comes as Covid-19 infections rise in China which could hit demand for energy supplies ",2022-03-15T13:24:10Z,Russia,None
108,"Russia seizes Audemars Piguet watches in apparent retaliation for Swiss sanctions",https://www.theguardian.com/world/2022/mar/27/russia-seizes-audemars-piguet-watches-in-apparent-retaliation-for-swiss-sanctions,"Timepieces worth millions of dollars were taken by FSB agents in Moscow according to a Swiss paper",2022-03-27T15:59:51Z,Russia,None
109,"Russia confirms ‘partial’ withdrawal of troops from Ukraine border",https://www.theguardian.com/world/2022/feb/15/russia-ukraine-border-troops-withdrawal,"Move could be sign of de-escalation but western officials say there are no immediate signs of Russian drawdown",2022-02-15T18:42:44Z,Russia,None
110,"BBC stops all content licensing in Russia following Ukraine invasion",https://www.theguardian.com/uk-news/2022/mar/01/bbc-stops-all-content-licensing-in-russia-following-ukraine-invasion,"Rival broadcaster ITV will also put a stop on new programme sales to Russian clients",2022-03-01T21:37:39Z,Russia,None
111,"Russia steps up onslaught after Ukraine ‘narrowly’ escapes nuclear disaster",https://www.theguardian.com/world/2022/mar/04/nato-chief-warns-of-worse-suffering-in-ukraine-and-russian-attacks-elsewhere,"Putin forces intensify strikes on civilian areas as Zelenskiy issues furious rebuke to Nato over no-fly zone refusal",2022-03-04T15:34:59Z,Russia,None
112,"Global markets tumble as Russia-Ukraine tensions hit shares",https://www.theguardian.com/business/2022/feb/14/global-markets-tumble-russia-ukraine-tensions-hit-shares-ftse-100,"FTSE 100 down almost 2% and oil prices hit seven-year high on back of fears of invasion",2022-02-14T10:03:46Z,Russia,None
113,"Anonymous: the hacker collective that has declared cyberwar on Russia",https://www.theguardian.com/world/2022/feb/27/anonymous-the-hacker-collective-that-has-declared-cyberwar-on-russia,"The group has claimed credit for hacking the Russian Ministry of Defence database and is believed to have hacked multiple state TV channels to show pro-Ukraine content",2022-02-27T18:51:49Z,Russia,None
114,"Ukraine appeals for foreign volunteers to join fight against Russia",https://www.theguardian.com/world/2022/feb/27/ukraine-appeals-for-foreign-volunteers-to-join-fight-against-russia,"President Zelenskiy issues call to arms to foreign nationals in battle against ‘Russian war criminals’",2022-02-27T14:51:58Z,Russia,None
115,"What sanctions have been imposed on Russia over Ukraine invasion?",https://www.theguardian.com/world/2022/feb/28/what-sanctions-imposed-on-russia-over-ukraine-invasion-putin,"We look at different economic measures deployed around world to counter aggression from Putin",2022-02-28T11:26:32Z,Russia,None
116,"Italian former PM faces renewed questions over Covid aid from Russia",https://www.theguardian.com/world/2022/mar/23/italian-former-pm-conte-faces-renewed-questions-over-covid-aid-from-russia,"Moscow dispatched military doctors PPE and ventilators to Italy early in coronavirus pandemic",2022-03-23T16:37:20Z,Russia,None
117,"Trump: I would threaten Russia with nuclear submarines if still president",https://www.theguardian.com/us-news/2022/mar/23/donald-trump-nuclear-weapons-russia,"‘We’re a greater nuclear power’ former president who previously praised Putin as ‘smart’ tells Fox Business ",2022-03-23T15:47:19Z,Russia,None
118,"Russia speaks total lies. That doesn’t diminish America’s half-truths | Peter Beinart",https://www.theguardian.com/commentisfree/2022/feb/26/russia-lies-america-half-truths,"We can’t ignore that the US is capable of wars like Vietnam and Iraq. Still the US is an important force for peace against Russian aggression",2022-02-26T11:15:42Z,Russia,None
119,"US and allies to hit Russia with new sanctions | First Thing",https://www.theguardian.com/us-news/2022/apr/06/first-thing-us-and-allies-to-hit-russia-with-new-sanctions,"US G7 and EU to target Moscow with new measures as Ukraine says 4400 incidents of alleged ‘war crimes’ being investigated. Plus unseen photos of rock history",2022-04-06T10:19:06Z,Russia,None
120,"Nestlé stops production and sales of non-essential goods in Russia",https://www.theguardian.com/business/2022/mar/23/nestle-stops-production-sales-non-essential-goods-russia-ukraine,"Company bows to pressure from shoppers activists and political figures to suspend brands",2022-03-23T14:48:16Z,Russia,None
121,"Russia targets Ukrainian military base near Polish border in escalation",https://www.theguardian.com/world/2022/mar/13/russia-widens-attacks-on-ukraine-with-missile-strike-on-base-close-to-polish-border,"US national security adviser says any fire on neighbour of Ukraine would trigger full-force Nato response",2022-03-13T17:02:28Z,Russia,None
122,"UN head says time for Russia to end ‘unwinnable’ Ukraine war",https://www.theguardian.com/world/2022/mar/22/eu-aims-to-set-up-trust-fund-for-reconstruction-of-democratic-ukraine,"Leaders from the bloc to meet on Thursday to discuss support above the €1.2bn emergency fund already agreed",2022-03-22T23:09:29Z,Russia,None
123,"Western powers have realised Russia is largely immune to sanctions",https://www.theguardian.com/world/2022/feb/25/western-powers-have-realised-russia-is-largely-immune-to-sanctions-ukraine-putin,"Analysis: Only the financial equivalent of unleashing a nuclear arsenal will dent Russia’s foreign assets war chest",2022-02-25T16:57:18Z,Russia,None
124,"Longer flight times after Russia bans UK airlines from airspace",https://www.theguardian.com/business/2022/feb/25/russia-airspace-ban-uk-airlines-longer-flight-times-ukraine-sanctions,"Move in retaliation for Aeroflot sanction will affect some long-haul flights to destinations further east",2022-02-25T11:59:54Z,Russia,None
125,"Frozen out: how the UK’s sanctions against Russia will work",https://www.theguardian.com/business/2022/feb/26/frozen-out-how-the-uks-sanctions-against-russia-will-work,"Private jets will become much less attractive benefits – but there is also bad news for companies and private schools",2022-02-26T19:59:52Z,Russia,None
126,"Russia-Ukraine war: what we know on day 48 of the invasion",https://www.theguardian.com/world/2022/apr/12/russia-ukraine-war-what-we-know-on-day-48-of-the-invasion,"Unconfirmed reports of Russia using chemical weapons in Mariupol where Ukrainian authorities say more than 10000 civilians have been killed",2022-04-12T12:38:13Z,Russia,None
127,"Russia-Ukraine war: what we know on day 50 of the invasion",https://www.theguardian.com/world/2022/apr/14/russia-ukraine-war-what-we-know-on-day-50-of-the-invasion,"Russia defence ministry says entire crew of Moskva warship evacuated after ammunition blast; Ukraine earlier claimed it had struck the cruiser ",2022-04-14T00:40:14Z,Russia,None
128,"Russia-Ukraine war: what we know on day 51 of the invasion",https://www.theguardian.com/world/2022/apr/15/russia-ukraine-war-what-we-know-on-day-51-of-the-invasion,"Russia has confirmed that its flagship cruiser Moskva has sunk in the Black Sea but denied that it was hit by Ukrainian missiles",2022-04-15T12:27:41Z,Russia,None
129,"Russia-Ukraine war: what we know on day 49 of the invasion",https://www.theguardian.com/world/2022/apr/13/russia-ukraine-war-what-we-know-on-day-49-of-the-invasion,"Moscow claims Ukrainian marines in Mariupol have surrendered as Zelenskiy asks for arms to prevent ‘endless bloodbath’",2022-04-13T16:12:08Z,Russia,None
130,"US business community warned of Russia cyber threat – as it happened",https://www.theguardian.com/world/live/2022/mar/21/russia-ukraine-war-latest-news-kyiv-rejects-moscows-deadline-for-mariupol-surrender-biden-to-visit-poland-live,"Ukraine president says meeting essential to understand Putin conditions to end war; Biden says Russian president’s ‘back is against the wall’",2022-03-22T04:27:34Z,Russia,None
131,"Thousands join anti-war protests in Russia after Ukraine invasion",https://www.theguardian.com/world/2022/feb/24/we-dont-want-this-russians-react-to-the-ukraine-invasion,"Police make more than 1700 arrests as protesters take to the streets in cities across country",2022-02-24T19:31:28Z,Russia,None
132,"Russia may pressure Serbia to undermine western Balkans leaders warn",https://www.theguardian.com/world/2022/mar/11/russia-may-pressure-serbia-to-undermine-western-balkans-leaders-warn,"Kosovo and Bosnia-Herzegovina urge western leaders to ‘engage more actively and strongly’ in the region",2022-03-11T05:00:21Z,Russia,None
133,"Stephen Colbert on Russia sanctions: ‘There goes Tucker Carlson’s sponsors’",https://www.theguardian.com/culture/2022/feb/23/stephen-colbert-russia-sanctions-late-show-recap,"Late-night hosts discuss Putin’s troop movements in eastern Ukraine a new round of sanctions on Russia and the only Twosday of the century",2022-02-23T16:33:45Z,Russia,None
134,"Ukrainians ready themselves for resistance | First Thing",https://www.theguardian.com/us-news/2022/feb/23/first-thing-ukraine-russia-putin,"Army less well equipped than Russia’s but can call upon half a million war veterans. Plus wildfires could increase by a third",2022-02-23T11:52:58Z,Russia,None
135,"Tory peer attended Cop26 summit for Russia UN list shows",https://www.theguardian.com/world/2022/mar/09/tory-peer-cop26-climate-summit-russia-greg-barker,"Former energy minister Greg Barker went to climate talks as part of Russian Federation party",2022-03-09T19:25:26Z,Russia,None
136,"How Russia is using tactics from the Syrian playbook in Ukraine",https://www.theguardian.com/world/2022/mar/24/how-russia-is-using-tactics-from-the-syrian-playbook-in-ukraine,"Entire settlements reduced to rubble attacks on civilian targets and the bombing of refugee exit routes were all part of Moscow’s brutal Syria campaign",2022-03-24T13:02:17Z,Russia,None
137,"US formally accuses Russia of war crimes in Ukraine | First Thing",https://www.theguardian.com/us-news/2022/mar/24/first-thing-us-formally-accuses-russia-of-war-crimes-in-ukraine,"State department says US will pursue accountability ‘using every tool available’. Plus PFAS found in scores of food packaging wrappers",2022-03-24T11:10:19Z,Russia,None
138,"Chernihiv rations drinking water as Russia accused of taking city hostage",https://www.theguardian.com/world/2022/mar/23/chernihiv-running-out-of-water-as-russia-accused-of-taking-city-hostage,"Water running out in besieged northern city where about 150000 people are also without heat and power",2022-03-23T14:22:01Z,Russia,None
